,Vectors,DOIs,Topics
38,"[-0.02106623  0.31485242  0.36075634 -0.43603668 -0.44149515  0.3705688
  0.2760562   0.38040948 -1.4262908  -0.01963417  0.964844    0.2830752
 -0.35711637 -0.45490158 -0.582523   -0.3507177   0.4307441  -0.14512008
 -0.9217784   0.6434361   0.1887723  -0.16633438 -0.2752484   0.66033447
  0.7752656   1.3604137   0.09018656  0.60598403  0.48847565 -0.6723032 ]",10.2217/fvl.12.123,[]
39,"[ 0.7841185   0.47363275  0.5111716  -0.55554277 -0.51143533  0.9324542
  1.9567122   1.2124968  -2.5357857   0.15918519  1.3894746   0.26142752
 -0.10102059 -0.04473571 -1.8284756  -0.88590187  0.9074687  -0.6198782
 -1.684279    1.3649356   0.96988153 -0.42935026  0.4255356   0.36848056
 -0.2774425   2.589472    0.28343865  0.6073603  -0.9602219  -1.3076487 ]",10.1111/jsr.12259,"['Actigraphy', 'Adolescent', 'Adult', 'Biomarkers', 'Blood Pressure', 'C-Reactive Protein', 'Case-Control Studies', 'Female', 'Humans', 'Hydrocortisone', 'Hypothalamo-Hypophyseal System', 'Inflammation', 'Interleukin-6', 'Male', 'Middle Aged', 'Monocytes', 'Norepinephrine', 'Pituitary-Adrenal System', 'Sleep', 'Sleep Initiation and Maintenance Disorders', 'Stress, Physiological', 'Time Factors', 'Young Adult']"
40,"[ 0.31961522  0.5249699   0.45074776 -0.6893892  -0.69864076  0.53405046
  0.848817    0.01628356 -2.2957754  -0.19955379  1.6259111  -0.26814815
 -0.56383246 -0.166633   -0.40685427 -0.06985384  1.1034039  -0.1715004
 -2.3160813   1.2138001   0.36731228 -0.79553676  0.01803897  0.41625467
  0.36076066  2.3591318  -0.32625428  1.3318926  -0.22684747 -1.3652132 ]",10.1016/j.amjcard.2013.11.048,"['Aged', 'Atrial Fibrillation', 'Coronary Artery Bypass', 'Coronary Artery Disease', 'Echocardiography', 'Female', 'Follow-Up Studies', 'Humans', 'Incidence', 'Male', 'Massachusetts', 'Middle Aged', 'Postoperative Complications', 'Predictive Value of Tests', 'Prognosis', 'Quebec', 'Retrospective Studies', 'Risk Factors', 'Survival Rate', 'Ventricular Dysfunction, Right']"
41,"[ 0.09874257  0.27193502  0.1702802  -0.2914734  -0.21472159  0.25660974
  0.40749303  0.31352547 -0.96111     0.07227506  0.5121403   0.0608753
 -0.24218349 -0.26711333 -0.35246524 -0.27442527  0.21629919 -0.07837697
 -0.7399396   0.4192494   0.2170107  -0.14160629 -0.14736795  0.36796176
  0.3469688   0.91970974  0.14983791  0.38659722  0.23827283 -0.50339997]",10.1177/0194599814533083,"['Adult', 'Aged', 'Aged, 80 and over', 'Carcinoma, Squamous Cell', 'Female', 'Humans', 'Indians, North American', 'Male', 'Middle Aged', 'Neoplasm Staging', 'Oropharyngeal Neoplasms', 'Risk Factors', 'Socioeconomic Factors', 'South Dakota', 'Survival Analysis']"
42,"[ 0.34135714  0.45560393  0.2433387  -0.3962568  -0.733172    0.6119978
  0.6540567   0.558507   -1.6661514   0.08805665  1.1898152   0.6958947
 -0.47988683 -0.3413173  -0.76321596 -0.5767408   0.8456685  -0.2588804
 -1.3000288   0.7459884   0.5383281  -0.3409045   0.04965859  0.5148983
  0.9454239   2.0681503   0.21721521  0.5823944   0.20157926 -0.9569224 ]",10.1002/cbic.201402258,"['Adenosine Triphosphatases', 'Alkaloids', 'Biological Products', 'Chromatography', 'Drug Discovery', 'Fungi', 'Humans', 'Naphthoquinones', 'Nuclear Proteins', 'Plants']"
43,"[ 0.11672003  0.70008343  0.4816802  -0.44315097 -0.41650033  1.0366607
  0.9958311   0.9269607  -1.9766357  -0.07780524  1.221117    0.61455005
 -0.7703387  -1.1712426  -1.1602427  -1.0503219   0.45218682 -0.5972924
 -1.282679    0.78381544  0.5967534  -0.35139385 -0.29610294  1.1355045
  1.5339715   1.6639174   0.4929495   0.29731122  0.42226586 -0.70380956]",10.1371/journal.pone.0114549,"['Alveolar Epithelial Cells', 'Analysis of Variance', 'Arsenites', 'Cell Hypoxia', 'Cell Line', 'Energy Metabolism', 'Fluorescent Antibody Technique', 'Gas Chromatography-Mass Spectrometry', 'Glycolysis', 'Half-Life', 'Humans', 'Hypoxia-Inducible Factor 1, alpha Subunit', 'Immunoblotting', 'Lactic Acid', 'Metabolomics', 'Oligonucleotides', 'Real-Time Polymerase Chain Reaction']"
44,"[ 0.28808925  0.3012271   0.15277767 -0.654678   -0.15564665  0.8311888
  1.0723758   1.127302   -2.3364136  -0.12347575  1.3176925   0.56283116
 -1.0206934  -1.1280273  -1.2885547  -0.6184208   0.164443   -0.59280777
 -1.1992702   0.6143382   0.84923077 -0.3666143  -0.4197679   0.6663106
  1.460069    1.2564901   1.080056    0.38636306  0.8804162  -0.89717126]",10.3109/10428194.2014.933218,"['Animals', 'Antigens, Neoplasm', 'Carbonic Anhydrase IX', 'Carbonic Anhydrases', 'Cell Line, Tumor', 'Disease Models, Animal', 'Extracellular Space', 'Gene Expression', 'Humans', 'Hydrogen-Ion Concentration', 'Hypoxia', 'Immunohistochemistry', 'Lymphoma, B-Cell', 'Magnetic Resonance Imaging', 'Tumor Burden', 'Xenograft Model Antitumor Assays']"
45,"[ 0.11894649  0.4122323   0.19524519 -0.71419007 -1.0889629   0.75510705
  0.3860004   0.6621358  -1.6065195   0.21540864  1.4483062   0.7845979
 -0.3177014  -0.2928532  -0.62567496 -0.54841405  0.9241714  -0.28243768
 -1.2975652   0.8096552   0.4328665  -0.45007494  0.30300125  0.4430977
  0.8416565   2.2557788   0.09671605  0.64821327  0.05059078 -0.8621584 ]",10.1093/icb/icv085,"['Animals', 'Biomechanical Phenomena', 'Fishes', 'Motor Activity', 'Water Movements']"
46,"[ 0.02384843  0.01129563  0.4347926  -0.5471255  -0.2202026   0.09659436
  0.17798369  0.19516645 -0.71355695  0.16640177  0.4405982   0.06395181
  0.01996015 -0.09998724  0.00501004  0.03898947  0.45770377  0.0953497
 -0.7131984   0.29526287  0.13736118 -0.05239901 -0.03135327  0.6018906
  0.10499223  0.74667394  0.05907653  0.59952843  0.21161269 -0.3206754 ]",10.1164/rccm.201409-1690OC,"['Age Distribution', 'Coma', 'Comorbidity', 'Delirium', 'Female', 'Hospital Mortality', 'Humans', 'Intensive Care Units', 'Logistic Models', 'Male', 'Middle Aged', 'New York City', 'Prevalence', 'Prospective Studies', 'Respiration, Artificial', 'Respiratory Distress Syndrome', 'Risk Factors', 'Severity of Illness Index']"
47,"[ 0.18831764  0.25671536  0.25623587 -0.4916213  -0.47439677  0.3504948
  0.34930706  0.37573794 -1.3627601  -0.02684489  0.8323758   0.21650885
 -0.410091   -0.41865015 -0.4905986  -0.32841817  0.37524775 -0.21865067
 -0.9477808   0.6187271   0.36062038 -0.23212905 -0.16462986  0.47219893
  0.6549377   1.3421876   0.05301987  0.45619568  0.35612097 -0.6623773 ]",10.1186/s11671-014-0718-x,[]
48,"[ 0.49261233  0.6322393   0.30256745 -0.7561813  -0.43759778  1.3603926
  1.3723454   1.0299124  -2.843245    0.3120218   1.2501798   0.54029477
 -1.0302669  -1.365709   -1.4410987  -0.81247157  0.02691055 -0.6366331
 -1.3870561   0.6923556   0.9435591  -0.44895288 -0.29111242  1.0604631
  1.7472684   2.1783292   0.7461697   0.3450908   0.50416124 -1.345645  ]",10.1007/s12307-015-0166-x,[]
49,"[ 0.40789518  0.84903693  0.372166   -0.7753907  -0.33949733  0.85360205
  0.91717386  0.377691   -1.9800901  -0.12918438  1.0545541   0.31720346
 -0.94110054 -0.79506534 -0.8132599  -0.6540861   0.42858803 -0.35211873
 -2.0852635   1.5869952   0.68662184 -0.13378513 -0.35654616  0.62315625
  1.1119576   2.3706574   0.1645529   1.3015772   0.7703998  -1.5661505 ]",10.1016/j.mrgentox.2014.10.011,"['Benzo(a)pyrene', 'Carcinogens, Environmental', 'Cells, Cultured', 'Chromosome Aberrations', 'Epithelial Cells', 'Exome', 'Female', 'Gene Expression Regulation', 'Genes, Neoplasm', 'Humans', 'Mammary Glands, Human', 'Mutation', 'Neoplasms', 'Sequence Analysis, DNA', 'Young Adult']"
50,"[-0.23755686  1.2671245   0.53371483 -0.24479546  1.027153    0.1391823
  1.7725898   0.692455   -2.786953   -0.19632694  0.16534412 -0.68784356
 -1.6748804  -1.6667475  -1.0678794  -1.297166   -0.8349606  -0.8410724
 -2.4464128   0.50018454  1.1562165  -0.57071084 -0.65888643  1.4192504
  0.5565691   1.2148783   1.5239841   0.5978599   1.2755549  -0.5659481 ]",10.1016/j.cellsig.2014.11.037,"['Actin Cytoskeleton', 'Amino Acid Substitution', 'Animals', 'Arrestin', 'Cell Movement', 'Cells, Cultured', 'Epithelial-Mesenchymal Transition', 'Hyaluronic Acid', 'Mice', 'Neuropeptides', 'Pericardium', 'Protein Binding', 'Proteoglycans', 'RNA Interference', 'RNA, Small Interfering', 'Receptors, Transforming Growth Factor beta', 'cdc42 GTP-Binding Protein', 'rac1 GTP-Binding Protein', 'rho GTP-Binding Proteins', 'rhoA GTP-Binding Protein', 'src-Family Kinases']"
51,"[ 0.0467289   0.10431023  0.23872162 -0.20341948 -0.115094    0.13035013
  0.25479308  0.143372   -0.74974185 -0.00954749  0.3721551   0.03672916
 -0.24213114 -0.20201111 -0.22086127 -0.23661913  0.17217712 -0.00273272
 -0.59447944  0.35970855  0.13535246 -0.10389149 -0.14020045  0.29421884
  0.2315734   0.62848336  0.08494429  0.34376597  0.22273763 -0.3812759 ]",10.1016/j.clinph.2015.11.008,"['Brain', 'Cohort Studies', 'Electroencephalography', 'Female', 'Humans', 'Infant, Newborn', 'Infant, Premature', 'Male', 'Sleep Stages']"
52,"[ 0.18618165  0.48546088  0.39268503 -0.41073075 -0.7757368   0.6868891
  0.6134116   0.7897649  -1.6298809   0.05770339  1.3315065   0.7938985
 -0.44867694 -0.44747722 -0.71497643 -0.710893    0.89690584 -0.40570107
 -1.2847521   0.67360085  0.56309927 -0.22003792  0.1448087   0.62642556
  1.0529706   1.8905311   0.42733538  0.4575567   0.3510467  -0.8107636 ]",10.1021/acschembio.5b00367,"['Adenosine Triphosphatases', 'Antineoplastic Agents, Phytogenic', 'Cell Line, Tumor', 'HEK293 Cells', 'Humans', 'Models, Molecular', 'Neoplasms', 'Nuclear Proteins', 'Proteasome Endopeptidase Complex', 'Withanolides']"
53,"[ 0.02412223  0.2204815   0.18777199 -0.24951835 -0.27040657  0.20013289
  0.21941242  0.14129697 -0.8952409   0.03591106  0.5493234   0.03154672
 -0.20075464 -0.19816557 -0.25192848 -0.30396724  0.23724984  0.06486972
 -0.7394249   0.4734751   0.1650867  -0.17341676 -0.21337637  0.34669432
  0.40763977  0.8573986   0.02663593  0.45883965  0.26835263 -0.5073153 ]",10.1016/j.apmr.2016.04.015,"['Adult', 'Brain Injuries, Traumatic', 'Exercise', 'Exercise Therapy', 'Female', 'Humans', 'Male', 'Middle Aged', 'Patient Compliance', 'Prospective Studies', 'Trauma Severity Indices']"
54,"[ 0.0686024   0.14774884  0.3007083  -0.36119136 -0.2576715   0.1430847
  0.44670978  0.31516778 -1.2070974   0.05291256  0.67621154  0.25418895
 -0.2832981  -0.19687778 -0.36910614 -0.35854548  0.3507816  -0.01261872
 -0.9169712   0.56626105  0.14298636 -0.15934698 -0.261407    0.5360974
  0.44794983  0.98830444  0.28387755  0.500736    0.32732034 -0.5802655 ]",10.1097/CCM.0000000000001606,"['Animals', 'Baroreflex', 'Blood Pressure', 'Critical Illness', 'Echocardiography', 'Female', 'G-Protein-Coupled Receptor Kinase 2', 'Heart', 'Heart Rate', 'Humans', 'Leukocytes, Mononuclear', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Myocytes, Cardiac', 'NADPH Oxidases', 'Postoperative Complications', 'Random Allocation', 'Rats', 'Rats, Sprague-Dawley', 'Surgical Procedures, Operative', 'Up-Regulation']"
55,"[ 0.28410384  0.4949108   0.3633829  -0.53017426 -0.65333176  0.9172641
  0.8868078   0.77462536 -2.247503    0.11154824  1.4816399   0.36540473
 -0.7666289  -0.5884096  -0.85722744 -0.91977346  0.4964167  -0.26708362
 -1.6254421   0.9124877   0.600193   -0.36268827 -0.27961946  0.82348555
  0.8461405   2.203005    0.5011015   0.7110805   0.26306185 -1.1038939 ]",10.1111/mmi.13534,"['Autophagy', 'Cyclic AMP-Dependent Protein Kinases', 'Gluconeogenesis', 'Glucose', 'Leishmania donovani', 'Macrophages', 'Oxidative Stress', 'Phosphoenolpyruvate', 'Phosphoenolpyruvate Carboxylase', 'Starvation', 'Transcriptional Activation', 'Up-Regulation', 'Virulence', 'Virulence Factors']"
56,"[-0.00980411  0.02445953  0.18057474 -0.18226486 -0.02885284 -0.03081104
  0.07188057 -0.07335964 -0.45429057 -0.04747502  0.16126634  0.0010152
 -0.04913632 -0.05239334 -0.02854272 -0.02325802  0.12511218  0.1364019
 -0.34681803  0.254611   -0.00424068 -0.03010621 -0.16986285  0.16054149
  0.1367538   0.27640066 -0.00928472  0.31683567  0.21104722 -0.2642544 ]",10.1016/j.jval.2014.08.2637,[]
57,"[-0.3400336   1.4507158   0.49249336 -0.19212086  1.160872    0.09750245
  1.925252    0.78940225 -3.0177886  -0.30088854  0.18072455 -0.60227627
 -1.8937842  -1.8704623  -1.1236564  -1.3300731  -0.9719916  -1.053534
 -2.5898256   0.31794453  1.2645465  -0.55478525 -0.514218    1.6075523
  0.6572888   1.1586503   1.6872685   0.56727654  1.5460736  -0.56132203]",10.1080/19336918.2015.1119362,"['Actins', 'Animals', 'Bone Morphogenetic Protein 2', 'Cell Movement', 'Cell Proliferation', 'Gene Expression Profiling', 'Humans', 'Mice', 'Pericardium', 'Polymerization', 'Proteoglycans', 'Receptors, Transforming Growth Factor beta', 'src-Family Kinases']"
58,"[ 0.5516587   0.73604345  0.26912093 -0.65159225 -0.5963972   1.1615274
  0.9069065   0.9373076  -2.0421221   0.22910672  1.2281044  -0.03167976
 -0.49011046 -0.6014534  -0.60643375 -0.5679478   0.30257094 -0.07829708
 -1.5344371   0.6948962   0.7678342  -0.6069307  -0.14289102  0.37874246
  0.67325145  1.8731574   0.3853945   0.5416373   0.0419804  -0.9833373 ]",10.1097/PAS.0000000000000683,"['Aged', 'Aged, 80 and over', 'Biomarkers, Tumor', 'Endometrial Neoplasms', 'Female', 'Gene Rearrangement', 'Humans', 'Immunoglobulin Heavy Chains', 'Immunohistochemistry', 'In Situ Hybridization, Fluorescence', 'Lymphoma, B-Cell, Marginal Zone', 'Middle Aged']"
59,"[-0.05063354  0.00339218  0.13551384 -0.07720344 -0.00859512 -0.04604409
 -0.00752491 -0.06382868 -0.26716107 -0.02998031  0.10657889  0.01567576
 -0.04947605 -0.0636327  -0.00519059 -0.04822743  0.04507331  0.11570001
 -0.16889872  0.18547939 -0.02272727  0.01585539 -0.13490051  0.16117461
  0.11087943  0.11690637  0.01432726  0.17660993  0.17294267 -0.15791605]",10.1016/j.ajog.2015.12.059,[]
60,"[ 0.10239436  0.248919    0.0539997  -0.6782437  -1.0919607   0.56444734
 -0.15858164  0.16065298 -1.2581043   0.3373125   1.3860089   0.49113846
 -0.23886111 -0.44263548 -0.48262888 -0.4832858   0.73566055 -0.0120508
 -1.0080228   0.49421927  0.45504862 -0.8858154   0.04319118  0.59861726
  1.1826079   1.7187827  -0.49092355  0.6604694   0.11759688 -0.76159036]",10.1353/bhm.2015.0116,"['Disease', 'Health', 'Historiography', 'History of Medicine', 'History, 18th Century', 'History, 19th Century', 'History, 20th Century', 'History, 21st Century', 'Humans']"
61,"[ 0.04446406  0.7966786   0.51439965 -0.36369762 -0.27714047  0.82075614
  1.219199    0.87971485 -2.276889    0.21654822  1.2585261   0.31707132
 -0.493909   -1.1099374  -1.0251868  -1.3696947   0.6704218  -0.80827475
 -1.4879733   0.9068901   0.63875777 -0.26511583 -0.5895365   1.001374
  0.974026    1.8028536   0.5674534   0.48707744  0.32462165 -0.81699413]",10.1093/toxsci/kfv191,"['Active Transport, Cell Nucleus', 'Animals', 'Arsenites', 'Cell Differentiation', 'Epithelial-Mesenchymal Transition', 'HEK293 Cells', 'Humans', 'Karyopherins', 'Mice, Transgenic', 'Myocytes, Cardiac', 'Phosphorylation', 'RNA Interference', 'Signal Transduction', 'Smad2 Protein', 'Smad3 Protein', 'Stem Cells', 'Time Factors', 'Transcription, Genetic', 'Transfection', 'Transforming Growth Factor beta2', 'Zinc']"
62,"[ 0.18321085  0.29790887  0.37069035 -0.43245894 -0.26483473  0.3259945
  0.5069739   0.3397909  -1.4206507   0.02787253  0.75688154  0.01649632
 -0.4099115  -0.40302315 -0.53992105 -0.50297403  0.39281175 -0.053188
 -1.1548133   0.7065977   0.38534826 -0.24031125 -0.24580385  0.5274456
  0.45601976  1.2215971   0.14317037  0.6994796   0.31912878 -0.6843724 ]",10.1038/ajg.2016.162,"['Adult', 'Autoantibodies', 'Biomarkers', 'Celiac Disease', 'Diagnostic Techniques, Digestive System', 'Diet, Gluten-Free', 'Early Diagnosis', 'Fatty Acid-Binding Proteins', 'Female', 'GTP-Binding Proteins', 'Gliadin', 'Glutens', 'Humans', 'Intestinal Mucosa', 'Lymphocyte Count', 'Male', 'Middle Aged', 'Protein Glutamine gamma Glutamyltransferase 2', 'Reproducibility of Results', 'Statistics as Topic', 'Transglutaminases']"
63,"[ 1.1278229   0.84946936  0.14518526 -0.26962462 -0.31448367  1.6244805
  1.6665432   1.1623216  -2.4533525   0.37166777  1.0978798  -0.2757479
 -0.5827115  -0.7128797  -0.69746614 -1.495061    0.4790654  -0.07986444
 -2.3256373   0.80951196  0.88383424 -0.5241778   0.28078312 -0.01540758
 -0.11345658  2.1179924   1.0117692   0.44434512 -0.4760591  -1.1943843 ]",10.1021/acs.jnatprod.5b00986,"['Adenosine Triphosphatases', 'Ascomycota', 'Drug Screening Assays, Antitumor', 'Florida', 'Forests', 'Lichens', 'Molecular Structure', 'Nuclear Magnetic Resonance, Biomolecular', 'Nuclear Proteins', 'Oxidation-Reduction', 'Spiro Compounds', 'Stereoisomerism']"
64,"[ 0.315121    0.276291    0.16840145 -0.55830216 -0.6615365   0.97973216
  0.6627387   0.8399634  -1.9447218   0.16938348  1.7128586   0.3448609
 -0.47308397 -0.32929718 -0.8527121  -0.8369793   0.6489365  -0.19811681
 -1.5800399   1.012331    0.5950267  -0.32741523  0.0660364   0.49821377
  0.8122256   1.9811574  -0.01832412  0.88782436 -0.17761207 -1.034083  ]",10.1016/j.orcp.2015.10.009,"['Adiponectin', 'Adult', 'Adult Survivors of Child Adverse Events', 'Antihypertensive Agents', 'Blood Pressure', 'Diet', 'Female', 'Humans', 'Hypertension', 'Insulin Resistance', 'Leptin', 'Male', 'Middle Aged', 'Sex Factors']"
65,"[ 0.25444126  0.2109163   0.40631858 -0.83304054 -0.9717035   0.49393722
  0.42972162  0.60816664 -1.7144673   0.483609    1.3672004   0.79241043
 -0.18039556 -0.14638259 -0.5918999  -0.15125784  0.80273575 -0.22498968
 -1.2913126   0.67724395  0.43181708 -0.63390434  0.00363866  0.97846645
  1.042594    2.1226301   0.05078087  0.6548471   0.33193257 -0.8741077 ]",10.1016/j.jgo.2016.04.004,"['Aged', 'Cognition', 'Cognition Disorders', 'Comorbidity', 'Delirium', 'Dementia', 'Female', 'Humans', 'Informed Consent', 'Male', 'Medical Oncology', 'Mental Status and Dementia Tests', 'Neoplasms', 'Prevalence', 'Severity of Illness Index']"
66,"[-0.00403721  0.07677846  0.31288886 -0.47278714 -0.30967054  0.12607971
  0.16876474  0.07311127 -1.0222349  -0.05702117  0.5319916   0.01290426
 -0.1622497  -0.10127314 -0.19040643 -0.12830843  0.32290053  0.05915548
 -0.8030458   0.5106167   0.1528851  -0.10949212 -0.35121018  0.32321373
  0.45676056  0.8819687  -0.07368869  0.6423056   0.4145674  -0.583489  ]",10.3233/RNN-150634,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Evoked Potentials, Motor', 'Female', 'Humans', 'Male', 'Middle Aged', 'Motor Activity', 'Outcome Assessment, Health Care', 'Prospective Studies', 'Stroke', 'Stroke Rehabilitation', 'Transcranial Magnetic Stimulation', 'Treatment Outcome', 'Upper Extremity', 'Young Adult']"
67,"[ 0.515977    0.5076495   0.32276028 -0.07145774 -1.1761543   0.4555117
  0.7941818   1.1048614  -1.8172557   0.24352616  1.409207    0.64999586
 -0.8506359  -0.02261424 -0.91390646 -0.94268495  0.6602189  -0.23663233
 -1.5635116   0.8323672   0.8938949  -0.19816983  0.20357601  0.34077832
  0.6136864   2.0979478   0.3430969   0.53030944 -0.01079848 -0.93142533]",10.3233/JAD-160916,"['Alzheimer Disease', 'Animals', 'Antipsychotic Agents', 'Calcium-Calmodulin-Dependent Protein Kinase Type 2', 'Disease Models, Animal', 'Doxycycline', 'Excitatory Amino Acid Agonists', 'Exploratory Behavior', 'Female', 'Hippocampus', 'Hyperkinesis', 'Long-Term Potentiation', 'Male', 'Maze Learning', 'Mice', 'Mice, Transgenic', 'Motor Activity', 'N-Methylaspartate', 'Peptides', 'Phosphotransferases', 'tau Proteins']"
68,"[ 0.17353784  0.27033544  0.14293444 -0.35462707 -0.5279087   0.574983
  0.54644096  0.51327884 -1.583735    0.10543364  1.1399655   0.28225112
 -0.3833566  -0.2980867  -0.465469   -0.6020409   0.5275286  -0.14249477
 -1.2427206   0.6553304   0.35723585 -0.23628275 -0.09565623  0.40561292
  0.5591994   1.6128696   0.15405864  0.54486614  0.2289247  -0.822607  ]",10.1021/acs.bioconjchem.6b00482,[]
